ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
22.569,-0.0918,0.0056,0.9927,-2.374,0.313,1.1145
22.589,-0.0864,0.0073,0.9973,-2.2672,0.2519,0.9847
22.609,-0.0869,0.0063,1.0015,-2.3435,0.1298,1.0382
22.629,-0.0864,0.0081,0.999,-2.374,0.1679,0.9695
22.649,-0.0942,0.0088,0.9915,-2.4198,0.1908,1.0763
22.669,-0.0869,0.0032,0.9927,-2.3206,0.0992,1.1221
22.689,-0.0857,0.0056,0.9946,-2.2977,0.1527,1.0458
22.709,-0.0884,0.0066,0.9998,-2.313,0.1298,1.0
22.729,-0.0869,0.009,0.9971,-2.4198,0.0992,1.0534
22.749,-0.0857,0.0029,0.991,-2.3588,0.2137,1.0611
22.769,-0.0884,0.0051,0.999,-2.3893,0.1832,1.0382
22.789,-0.0901,0.0085,0.9973,-2.3893,0.1069,1.0992
22.809,-0.0874,0.0037,0.9922,-2.458,0.0534,0.9847
22.829,-0.0928,0.0032,0.9893,-2.2977,0.0916,1.0458
22.849,-0.0903,0.0068,0.9973,-2.3053,0.1908,1.0305
22.87,-0.0896,0.0049,0.9961,-2.2519,0.1298,1.1145
22.889,-0.0889,0.0044,0.9927,-2.3359,0.1756,1.1374
22.909,-0.0879,0.0059,0.9951,-2.3817,0.1832,0.9771
22.929,-0.0896,0.0037,0.9927,-2.313,0.1298,1.0763
22.949,-0.0854,0.0051,1.0015,-2.4809,0.1603,1.0611
22.969,-0.0889,0.0017,0.998,-2.374,0.0305,1.1069
22.989,-0.0891,0.0042,0.9978,-2.3053,0.0611,1.0229
23.009,-0.0889,0.0032,0.9995,-2.2061,0.1298,1.0992
23.029,-0.0886,0.0044,1.0005,-2.4351,0.1603,1.0305
23.049,-0.0896,0.0034,0.9968,-2.3282,0.1069,1.0382
23.069,-0.0881,0.0066,0.9978,-2.3053,0.1145,1.0763
23.089,-0.0876,0.0056,0.9922,-2.3435,0.0992,1.0534
23.109,-0.0867,0.0012,0.9993,-2.3893,0.0763,0.9695
23.129,-0.0869,0.0034,0.9973,-2.4427,0.1908,0.9924
23.149,-0.0813,0.0083,0.9937,-2.3053,0.0916,1.0153
23.169,-0.085,0.0027,0.9985,-2.2672,0.2214,0.9924
23.189,-0.0881,0.0017,0.9917,-2.3282,0.3588,1.0153
23.209,-0.0837,0.0068,0.9976,-2.3435,0.1756,1.0611
23.229,-0.0854,0.0078,1.0005,-2.3664,0.1527,1.0305
23.249,-0.0845,0.0054,0.9946,-2.4198,0.1298,0.9618
23.269,-0.0862,0.0107,0.9978,-2.3359,0.1298,0.9542
23.289,-0.0889,0.0083,0.9961,-2.2977,0.229,1.0382
23.309,-0.0862,0.0049,0.9919,-2.3359,0.084,1.0076
23.329,-0.0874,0.0051,0.9983,-2.2519,0.1527,1.0687
23.349,-0.0857,0.0054,0.9976,-2.2824,0.2061,0.9924
23.369,-0.0867,0.0083,0.989,-2.2901,0.1679,1.0076
23.389,-0.0889,0.01,0.9973,-2.3817,0.1298,1.0992
23.409,-0.0818,0.0088,1.0054,-2.3282,0.0534,1.0305
23.429,-0.0894,0.0044,1.0024,-2.4122,0.1145,1.084
23.449,-0.0864,0.0015,0.9971,-2.374,0.1679,1.0229
23.469,-0.0881,0.0098,0.9929,-2.2214,0.1603,1.0687
23.489,-0.0881,0.0039,0.9963,-2.2824,0.2137,1.1374
23.51,-0.0867,0.0027,0.9951,-2.3435,0.2061,1.0763
23.529,-0.0862,0.0068,0.9932,-2.4504,0.1908,1.0153
23.549,-0.0884,0.0015,0.9978,-2.2901,0.0687,1.0382
23.569,-0.0859,0.0042,0.9958,-2.2061,0.1221,1.0534
23.589,-0.0886,0.0061,0.9956,-2.2977,0.084,0.9389
23.609,-0.0872,0.0046,0.9954,-2.2748,0.1145,1.0229
23.629,-0.0845,0.0032,0.9956,-2.3359,0.1298,1.1069
23.649,-0.0879,0.009,0.9915,-2.313,0.1374,1.0687
23.669,-0.0811,0.0029,0.9963,-2.3893,0.0687,1.145
23.689,-0.0857,0.0073,0.9932,-2.2748,0.1679,0.9389
23.709,-0.084,0.0059,0.9963,-2.3969,0.1069,1.0305
23.729,-0.0845,0.0024,0.9983,-2.2595,0.1527,1.084
23.749,-0.0835,0.0059,0.9988,-2.3206,0.1145,1.0916
23.769,-0.0874,0.0027,0.9998,-2.3969,0.2061,1.0305
23.789,-0.084,0.0032,0.991,-2.4122,0.1985,1.0229
23.809,-0.0918,0.0093,0.9983,-2.2901,0.1603,0.9924
23.829,-0.0889,0.0054,0.9949,-2.2901,0.1527,1.0305
23.849,-0.0881,0.0022,1.0017,-2.2901,0.1374,1.0305
23.869,-0.0901,0.0044,0.9917,-2.3893,0.1756,1.0153
23.889,-0.0872,0.0037,0.9976,-2.3053,0.1527,1.0687
23.909,-0.0823,0.0059,0.9922,-2.4122,0.084,1.1527
23.929,-0.0845,0.0029,1.0012,-2.4198,0.1985,0.9695
23.949,-0.0842,0.0051,1.0042,-2.2595,0.1145,1.0687
23.969,-0.0886,0.0051,0.9941,-2.2443,0.1221,1.1221
23.989,-0.0864,0.0071,0.9939,-2.4504,0.1756,1.0382
24.009,-0.0845,0.0051,0.9968,-2.3893,0.2977,1.0
24.029,-0.0901,0.0083,0.9917,-2.3435,0.1756,1.0076
24.049,-0.0862,0.0071,0.9963,-2.6031,0.0763,1.0458
24.069,-0.0889,0.0098,0.999,-2.3282,0.084,1.0229
24.089,-0.0906,0.0059,0.9968,-2.4046,0.1679,1.0458
24.109,-0.0872,0.0032,0.9971,-2.3969,0.1527,0.9466
24.129,-0.0903,0.0073,0.9995,-2.3969,0.084,1.0
24.15,-0.085,0.0054,0.9993,-2.3893,0.1374,1.0229
24.169,-0.0852,0.01,0.9934,-2.2748,0.1603,1.0611
24.189,-0.0828,0.0071,0.9966,-2.374,0.0992,1.0305
24.209,-0.0886,0.0024,0.9963,-2.4198,0.1298,1.0458
24.229,-0.0903,0.0056,0.9983,-2.3359,0.2595,1.0
24.249,-0.0862,0.0046,0.9961,-2.2214,0.145,1.0534
24.269,-0.083,0.0061,0.9998,-2.4427,0.145,0.9924
24.289,-0.0879,0.0068,1.0027,-2.4351,0.2214,1.0534
24.309,-0.0898,0.0085,0.9868,-2.3893,0.2061,1.0
24.329,-0.0845,0.0056,0.9954,-2.3359,0.0916,1.1527
24.349,-0.0894,0.0044,0.9961,-2.1832,0.1603,1.0534
24.369,-0.0825,0.0046,0.9958,-2.3893,0.0611,1.0153
24.389,-0.0845,0.0029,0.9917,-2.3969,0.1069,1.0
24.409,-0.0881,0.0051,0.9958,-2.2824,0.1603,1.0458
24.429,-0.0879,0.0046,0.9944,-2.3664,0.1908,1.0687
24.449,-0.0857,0.0027,0.9922,-2.3282,-0.0153,1.0305
24.469,-0.0886,0.0024,0.999,-2.2977,0.2443,1.0458
24.489,-0.085,0.0046,0.998,-2.4427,0.1756,1.0687
24.509,-0.0854,0.0093,1.002,-2.3969,0.1679,0.9695
24.529,-0.0869,0.0037,0.9919,-2.3435,0.2061,1.0458
24.549,-0.0857,0.0066,0.9961,-2.3893,0.2137,1.0382
24.569,-0.0879,0.0049,0.9988,-2.313,0.1908,0.9847
24.589,-0.0854,0.0068,0.998,-2.3588,0.2901,1.0229
24.609,-0.0894,0.0107,0.9995,-2.4198,0.1603,1.0153
24.629,-0.0925,0.0056,0.9968,-2.2214,0.145,1.1069
24.649,-0.0837,0.0083,0.9941,-2.2977,0.084,1.0611
24.669,-0.0901,0.0005,1.0022,-2.3817,0.0305,1.0916
24.689,-0.0859,0.0076,0.9971,-2.3664,0.1069,1.145
24.709,-0.0901,0.0063,0.991,-2.313,0.0382,1.0763
24.729,-0.0842,0.0056,1.0012,-2.3359,0.1069,1.0305
24.749,-0.0928,0.0034,0.9944,-2.374,0.2137,1.0382
24.769,-0.0891,0.0049,0.9949,-2.5038,0.1221,1.0534
24.79,-0.0872,0.0049,0.9998,-2.4198,0.1221,1.0305
24.809,-0.085,0.0049,0.9934,-2.374,0.0992,0.9924
24.829,-0.0869,0.0044,0.9919,-2.3893,0.0076,0.9847
24.849,-0.0906,0.0002,0.9875,-2.2977,0.1832,1.0153
24.869,-0.0862,0.0056,1.0007,-2.313,0.0687,1.0916
24.889,-0.0874,0.0107,0.999,-2.3664,0.1832,1.1145
24.909,-0.084,0.0085,0.9907,-2.3511,0.145,1.0611
24.929,-0.0876,0.0029,0.9944,-2.3053,0.2824,1.1069
24.949,-0.0891,0.0081,0.9966,-2.4198,0.2977,1.0076
24.969,-0.0911,0.0076,0.9963,-2.3893,0.1374,1.0534
24.989,-0.0891,0.0049,0.9929,-2.2061,0.1221,1.0229
25.009,-0.0884,0.0034,0.9956,-2.458,0.2137,1.0458
25.029,-0.0867,0.0076,1.0112,-2.4427,0.1374,1.0305
25.049,-0.0903,0.0112,0.9954,-2.313,0.145,1.0687
25.069,-0.0898,0.0071,0.9961,-2.4275,0.1298,0.9924
25.089,-0.0876,0.0059,0.9978,-2.4198,0.2595,0.9847
25.109,-0.0862,0.0073,0.9971,-2.3817,0.1679,1.0305
25.129,-0.0872,0.0056,1.0034,-2.3893,0.1603,1.0534
25.149,-0.0911,0.0068,0.9917,-2.3359,0.2824,1.1756
25.169,-0.0889,0.0093,1.0,-2.3817,0.1145,0.9008
25.189,-0.0916,0.0059,0.9978,-2.4427,0.0153,0.9924
25.209,-0.0854,0.0046,0.9944,-2.2824,0.0458,1.0611
25.229,-0.0864,0.0049,0.9985,-2.4122,0.1756,1.0229
25.249,-0.085,0.0037,1.0015,-2.3588,0.2672,1.084
25.269,-0.0906,0.0,0.9902,-2.3206,0.1603,0.9389
25.289,-0.0874,0.0042,1.0037,-2.3664,0.2443,1.0611
25.309,-0.0898,0.0032,0.9988,-2.2977,0.3282,1.0229
25.329,-0.0867,0.0054,0.9924,-2.2519,0.1985,1.1069
25.349,-0.0854,0.0022,0.9944,-2.4733,0.2061,1.0458
25.369,-0.0872,0.0083,0.9922,-2.313,0.0992,1.0229
25.389,-0.0872,0.0066,0.9968,-2.3588,0.1985,1.0534
25.409,-0.0845,0.009,0.9983,-2.4198,0.1832,1.0916
25.43,-0.0876,0.0039,1.0002,-2.374,0.1374,1.0534
25.449,-0.0879,0.0051,0.9946,-2.3969,0.145,1.0305
25.469,-0.0874,0.0093,0.9976,-2.3435,0.1145,1.0153
25.489,-0.0886,0.0042,0.9988,-2.3588,0.0992,1.0
25.509,-0.083,0.0059,0.9988,-2.4351,0.1679,1.1221
25.529,-0.0881,0.0081,0.9976,-2.3206,0.1221,1.0687
25.549,-0.0835,0.0076,1.0027,-2.313,0.145,1.0458
25.569,-0.0872,0.0056,0.9973,-2.458,0.0229,1.0382
25.589,-0.0896,0.0085,0.9998,-2.3511,0.1298,0.9847
25.609,-0.0845,0.0032,1.0046,-2.3053,0.0382,1.0763
25.629,-0.0874,0.0044,0.9917,-2.3435,0.1298,1.0687
25.649,-0.085,0.0017,0.9924,-2.2443,0.1527,1.0534
25.669,-0.0862,0.0012,0.9929,-2.3206,0.1679,1.0
25.689,-0.0879,0.0037,0.9971,-2.4122,0.1298,1.0305
25.709,-0.0886,0.001,0.9937,-2.374,0.1069,1.0305
25.729,-0.0886,0.0059,0.9927,-2.3588,0.1221,1.0916
25.749,-0.0901,0.0068,0.9937,-2.3817,0.1145,1.1221
25.769,-0.0854,0.0068,1.0042,-2.2977,-0.1221,1.0534
25.789,-0.0884,0.0132,0.9895,-2.5115,-0.1298,1.0611
25.809,-0.0879,0.002,0.9895,-2.4046,0.1756,1.1069
25.829,-0.0818,0.0085,0.9983,-2.3435,0.1679,1.0534
25.849,-0.0859,0.0017,0.9995,-2.2748,0.1756,1.0687
25.869,-0.0857,0.0049,0.9929,-2.2519,0.2595,1.0305
25.889,-0.0901,0.0076,0.9937,-2.3511,0.1374,1.0229
25.909,-0.0852,0.0039,0.9944,-2.3511,0.3053,0.9924
25.929,-0.0869,0.0042,0.9946,-2.3511,0.145,1.0076
25.949,-0.0876,0.0034,0.9941,-2.3664,0.2366,1.0534
25.969,-0.0864,0.0068,0.9983,-2.2901,0.145,1.0
25.989,-0.0911,0.0034,0.9963,-2.3282,0.1908,1.0382
26.009,-0.0854,0.0046,0.9966,-2.3511,0.0763,1.1145
26.029,-0.0903,0.001,1.0042,-2.2748,0.1603,1.1221
26.049,-0.0869,0.0022,0.9963,-2.3206,0.145,1.0611
26.07,-0.0852,0.0034,0.9929,-2.3817,0.0534,1.0076
26.089,-0.0901,0.0037,0.9951,-2.3359,0.145,1.0076
26.109,-0.0884,0.0056,0.9937,-2.2824,0.1908,1.0534
26.129,-0.0869,0.0032,0.9966,-2.4504,0.0382,1.0305
26.149,-0.0891,0.0059,0.9954,-2.3893,0.2672,1.0229
26.169,-0.0911,0.0034,0.9985,-2.2595,0.3282,0.9924
26.189,-0.0859,0.0103,0.9985,-2.1527,0.3053,1.0382
26.209,-0.0847,0.0039,0.9927,-2.3511,0.1985,0.9771
26.229,-0.0864,0.0056,0.9915,-2.3893,0.229,1.0305
26.249,-0.0854,0.002,0.9966,-2.3359,0.0687,0.9924
26.269,-0.0881,0.0051,0.9951,-2.4122,0.0763,1.0687
26.289,-0.0889,0.0071,0.9968,-2.3206,0.0687,1.0611
26.309,-0.0825,0.0046,1.0085,-2.3511,0.1221,1.0687
26.329,-0.0886,0.002,0.9998,-2.2748,0.1527,1.0611
26.349,-0.0874,0.0066,0.9951,-2.3359,0.1679,0.9389
26.369,-0.0935,0.0081,0.9858,-2.3588,0.3053,1.084
26.389,-0.0845,0.0046,0.9954,-2.3359,0.1527,1.1221
26.409,-0.0852,0.0054,1.0017,-2.4733,0.1145,1.084
26.429,-0.0859,0.0046,1.0024,-2.3206,0.1221,1.0229
26.449,-0.0925,0.009,0.9941,-2.4351,0.0229,1.145
26.469,-0.0879,0.0071,1.0037,-2.3206,0.084,1.0611
26.489,-0.0857,0.0063,0.9932,-2.3893,0.1679,1.0611
26.509,-0.0881,0.0051,0.9941,-2.2748,0.2366,0.9847
26.529,-0.0869,0.0022,0.9973,-2.2519,0.2214,1.1069
26.549,-0.0923,0.0027,1.0093,-2.3969,0.0382,0.9695
26.569,-0.0916,-0.0012,0.9912,-2.145,0.1374,1.0611
26.589,-0.0938,0.0029,1.0002,-2.4504,0.2137,1.0687
26.609,-0.0876,0.0059,0.9932,-2.1679,0.0916,1.0229
26.629,-0.0859,0.0059,0.9922,-2.4046,0.2061,1.0763
26.649,-0.0901,0.0046,0.9963,-2.3664,0.2061,1.0229
26.669,-0.084,0.0005,0.998,-2.4504,0.0534,1.0458
26.689,-0.0884,0.0039,0.9946,-2.4046,0.1374,1.0229
26.71,-0.0857,0.0073,0.9922,-2.374,0.1832,1.1221
26.729,-0.0852,0.0056,0.9958,-2.4122,0.1221,1.0611
26.749,-0.0859,0.0044,0.991,-2.3435,0.1756,1.1069
26.769,-0.0889,0.0022,0.9963,-2.3588,0.1069,1.0611
26.789,-0.0876,0.0037,0.9893,-2.2977,0.084,1.0076
26.809,-0.0884,0.0039,0.9939,-2.3435,0.084,1.0153
26.829,-0.0889,0.0076,0.9915,-2.3282,0.2595,1.0916
26.849,-0.0833,0.0059,0.9985,-2.4046,0.1985,1.0763
26.869,-0.0918,0.0042,0.998,-2.3206,0.1832,1.0382
26.889,-0.0898,0.0054,0.9932,-2.313,0.1374,1.0458
26.909,-0.0867,0.0076,0.9937,-2.3588,0.1756,1.145
26.929,-0.0896,0.0034,0.9934,-2.4198,0.1679,1.1908
26.949,-0.0886,0.0042,1.001,-2.3817,0.2443,1.0305
26.969,-0.0879,0.01,0.9944,-2.2366,0.3588,1.1069
26.989,-0.0864,0.0051,0.9968,-2.2748,0.0992,1.0153
27.009,-0.0879,0.0044,0.9922,-2.458,0.1145,0.9924
27.029,-0.0859,0.01,0.9954,-2.3511,0.3664,1.0763
27.049,-0.0859,0.0071,0.9922,-2.2595,0.2061,1.084
27.069,-0.0862,0.0029,1.002,-2.2672,0.1145,1.0763
27.089,-0.0874,0.0042,0.9905,-2.2137,0.2366,1.145
27.109,-0.0869,0.0024,0.9946,-2.2672,-0.0458,1.0611
27.129,-0.0842,0.01,0.9878,-2.2977,0.0534,1.084
27.149,-0.0847,0.0029,0.9978,-2.3664,0.084,1.0076
27.169,-0.0854,0.0032,0.9995,-2.3817,0.0992,1.0076
27.189,-0.0859,0.0081,0.9983,-2.3511,0.2137,1.0382
27.209,-0.0884,0.0046,0.9919,-2.3282,0.2443,1.084
27.229,-0.0903,0.0012,1.0059,-2.3053,0.0534,1.0305
27.249,-0.0828,0.009,1.0005,-2.2901,0.1679,1.0153
27.269,-0.0864,0.002,0.9924,-2.3359,0.145,1.0916
27.289,-0.0847,0.0059,0.9951,-2.4046,0.0992,0.9924
27.309,-0.0886,0.0029,0.9871,-2.4275,0.1756,1.1221
27.329,-0.0854,0.0061,0.9998,-2.3817,0.0534,1.0687
27.35,-0.0884,0.0005,0.9897,-2.4122,0.1908,1.0458
27.369,-0.0884,0.0017,0.991,-2.2977,0.2519,1.0687
27.389,-0.0879,-0.0042,1.0032,-2.2366,0.0305,1.0382
27.409,-0.0911,-0.0017,0.9917,-2.4046,0.1679,1.0076
27.429,-0.0859,0.0056,0.9988,-2.3282,0.0687,1.1221
27.449,-0.0825,0.0066,0.9995,-2.2519,0.0305,1.0534
27.469,-0.0876,0.0051,0.9902,-2.2901,0.2443,0.9924
27.489,-0.0884,0.0022,0.9875,-2.2519,0.3435,1.0916
27.509,-0.0835,0.0022,0.9956,-2.3282,0.1603,1.0153
27.529,-0.0886,0.0046,0.9946,-2.2977,0.1908,1.0458
27.549,-0.0857,0.0083,0.9902,-2.2366,0.0992,1.0534
27.569,-0.0881,0.0063,0.9893,-2.4198,0.2977,1.084
27.589,-0.0806,0.0015,1.0076,-2.3359,0.1221,1.0
27.609,-0.0894,0.0063,0.9932,-2.2748,0.0458,1.0916
27.629,-0.0864,0.0068,0.9939,-2.4656,0.1832,0.9924
27.649,-0.0891,0.0042,0.9961,-2.3206,0.1832,1.0153
27.669,-0.0859,0.0076,1.0,-2.4046,0.1145,1.0611
27.689,-0.0889,0.0044,0.9941,-2.374,0.2595,1.084
27.709,-0.0886,0.0071,0.9983,-2.3053,0.2443,1.0076
27.729,-0.0881,0.0017,0.9949,-2.3359,0.2061,1.1069
27.749,-0.0879,0.0024,1.0012,-2.3817,0.374,1.1298
27.769,-0.0842,0.0144,0.9988,-2.3359,0.0458,1.1527
27.789,-0.0884,0.0012,0.9963,-2.3588,0.1985,1.084
27.809,-0.0828,0.0059,0.9988,-2.3282,-0.1756,0.9847
27.829,-0.084,0.0056,0.9971,-2.4351,0.0534,1.1221
27.849,-0.0874,0.0076,0.9946,-2.3435,0.0153,0.9924
27.869,-0.0906,0.0044,0.9944,-2.2977,0.1221,1.0916
27.889,-0.0862,0.0073,0.9949,-2.3511,0.1679,1.0992
27.909,-0.085,0.0056,0.9998,-2.3053,0.1985,1.084
27.929,-0.0872,0.0054,0.9883,-2.3511,0.1985,1.0305
27.949,-0.0852,0.0076,0.9941,-2.3359,0.1603,0.9847
27.969,-0.0852,0.0073,0.9983,-2.2824,0.1603,1.0763
27.99,-0.0859,0.0056,0.989,-2.3053,-0.0687,1.0534
28.009,-0.0833,0.0066,0.9934,-2.313,-0.0076,0.9847
28.029,-0.0847,0.0029,0.9875,-2.4656,0.1145,1.0382
28.049,-0.0835,0.0037,0.9941,-2.2672,0.0763,0.9847
28.069,-0.0862,0.0049,0.9951,-2.3969,0.229,1.0611
28.089,-0.0906,0.01,0.9978,-2.2901,0.1679,1.0382
28.109,-0.0884,0.0042,0.9944,-2.2748,0.2519,1.0305
28.129,-0.0884,0.0054,0.9912,-2.3359,0.1679,1.0076
28.149,-0.0862,0.0059,0.9993,-2.3435,0.1985,0.9847
28.169,-0.0896,0.0042,1.0012,-2.3435,0.1221,1.0076
28.189,-0.0867,0.0085,0.9983,-2.2977,0.1603,1.0153
28.209,-0.0881,0.0076,0.9924,-2.4122,0.1298,1.0382
28.229,-0.0894,0.0049,0.9968,-2.3282,0.2748,1.084
28.249,-0.0872,0.0059,0.9968,-2.2977,0.0763,1.0611
28.269,-0.0874,0.011,1.0007,-2.2519,0.1298,1.0992
28.289,-0.0835,0.0093,0.9978,-2.4122,0.145,1.0611
28.309,-0.0859,0.0076,0.9915,-2.4046,0.0687,1.0305
28.329,-0.0857,0.0046,0.999,-2.2977,0.1908,1.0534
28.349,-0.0869,0.0061,1.0024,-2.313,0.0916,1.0458
28.369,-0.0864,0.0085,1.0015,-2.3435,0.0763,0.9542
28.389,-0.0862,0.0046,0.9934,-2.3435,0.2672,1.1145
28.409,-0.0854,0.0078,1.0032,-2.3359,0.1603,1.0229
28.429,-0.0852,0.0027,1.0012,-2.2137,0.1679,1.0534
28.449,-0.0901,0.0081,0.9897,-2.3206,0.3053,1.0763
28.469,-0.0889,0.0073,0.9873,-2.2748,0.1832,1.084
28.489,-0.0872,0.0054,1.0024,-2.2595,0.2061,1.0305
28.509,-0.0879,0.0037,0.9924,-2.2519,0.2214,1.0534
28.529,-0.0857,0.0042,1.0032,-2.4427,0.1679,1.0763
28.549,-0.0862,0.0042,1.0085,-2.2443,0.084,1.0153
28.569,-0.0874,0.0044,0.988,-2.2137,0.2061,1.1145
28.589,-0.0864,0.0029,1.0007,-2.2824,-0.0076,1.0153
28.609,-0.0857,0.01,0.9998,-2.3206,0.1603,0.9695
28.63,-0.0837,0.0042,0.9924,-2.4046,0.1069,0.9695
28.649,-0.0828,0.0093,1.0054,-2.2824,-0.0763,1.0229
28.669,-0.0889,0.0022,0.9873,-2.5267,-0.0916,1.0687
28.689,-0.0847,-0.0017,0.9978,-2.2061,0.1221,1.0763
28.709,-0.0842,0.0105,0.9922,-2.3435,0.1985,1.0611
28.729,-0.0876,0.0085,0.9924,-2.2824,0.084,0.9695
28.749,-0.0901,0.0005,1.0012,-2.3969,0.2061,1.1221
28.769,-0.0884,0.0037,0.9915,-2.3359,0.2214,1.0458
28.789,-0.0876,0.0049,0.999,-2.374,0.145,1.0153
28.809,-0.0852,0.0078,1.002,-2.3359,-0.0153,1.0763
28.829,-0.085,0.0061,0.9963,-2.4122,0.1298,0.9924
28.849,-0.0842,0.0083,1.0032,-2.3359,0.3053,1.0611
28.869,-0.0869,0.0095,1.0022,-2.3282,0.4275,1.0611
28.889,-0.0862,0.012,1.0037,-2.3511,0.3053,1.0534
28.909,-0.0908,0.0044,1.0044,-2.2595,0.2214,0.9771
28.929,-0.0862,0.0024,0.9922,-2.3511,0.1908,1.0076
28.949,-0.0845,0.0063,1.0037,-2.2901,0.084,1.1145
28.969,-0.0869,0.0034,0.9993,-2.2672,0.3893,1.0458
28.989,-0.0891,0.0088,1.0037,-2.2901,0.2137,1.0687
29.009,-0.0857,0.0056,0.9932,-2.3053,0.2443,1.0992
29.029,-0.0886,0.0056,1.001,-2.2901,0.1527,1.084
29.049,-0.0879,0.0051,0.9941,-2.3053,0.2901,1.0382
29.069,-0.0852,0.0032,0.9863,-2.3511,0.3893,1.0153
29.089,-0.0862,0.0081,0.9946,-2.3435,0.313,0.9924
29.109,-0.0913,0.0032,0.9961,-2.2748,0.1679,1.0763
29.129,-0.0872,0.0061,0.9932,-2.3969,0.1374,1.1221
29.149,-0.0859,0.0061,1.0005,-2.3435,0.2519,1.1145
29.169,-0.0864,0.0029,0.9988,-2.313,0.2366,1.0153
29.189,-0.085,0.0037,1.0,-2.1832,0.2977,1.0076
29.209,-0.0901,0.0078,0.9995,-2.2519,0.2061,1.1069
29.229,-0.0889,0.01,0.9885,-2.4351,0.1374,1.1069
29.249,-0.0891,0.0054,0.9941,-2.3359,0.1374,0.9847
29.27,-0.0894,0.0051,0.9907,-2.4046,0.1374,0.9771
29.289,-0.0847,0.0022,0.9976,-2.3664,0.0916,1.0534
29.309,-0.0823,0.0032,0.9966,-2.4733,0.0992,1.0992
29.329,-0.082,0.0093,0.9988,-2.4122,0.0382,1.0229
29.349,-0.0857,-0.0002,0.99,-2.2824,0.0763,1.0305
29.369,-0.0884,0.0068,0.9956,-2.2748,0.1145,1.0153
29.389,-0.0898,0.0103,1.0022,-2.3893,0.1832,1.0305
29.409,-0.085,0.0076,0.9958,-2.2519,0.145,1.0382
29.429,-0.0903,0.0088,0.9885,-2.3359,0.229,1.0382
29.449,-0.0874,0.0068,0.9966,-2.3817,0.2366,1.0153
29.469,-0.0813,0.0081,0.9937,-2.313,0.1603,0.9618
29.489,-0.0823,0.0046,0.9971,-2.3817,0.1603,0.9847
29.509,-0.085,0.0049,0.9915,-2.3664,0.0916,1.0916
29.529,-0.0862,0.0063,0.9949,-2.3282,0.1603,1.0534
29.549,-0.0874,0.0049,0.9949,-2.2824,0.2137,1.0305
29.569,-0.0862,0.0095,0.9998,-2.2901,0.1298,1.0076
29.589,-0.0867,0.0042,0.9956,-2.3588,0.1527,0.9847
29.609,-0.0876,0.0051,1.0037,-2.2443,0.2748,1.0611
29.629,-0.0884,0.0068,0.9932,-2.3817,0.0916,1.0153
29.649,-0.0876,0.0046,1.0012,-2.3282,0.2443,1.1374
29.669,-0.0894,0.0078,0.9998,-2.4046,0.2137,0.9924
29.689,-0.0874,0.0083,1.0015,-2.4351,0.0763,0.9466
29.709,-0.0857,0.0066,1.0027,-2.3359,0.229,1.0153
29.729,-0.0842,0.0066,0.9973,-2.2977,0.2366,1.0076
29.749,-0.0886,0.0056,0.9978,-2.4275,0.0534,0.9771
29.769,-0.0874,0.0,0.9922,-2.4046,0.1527,0.9771
29.789,-0.0867,0.0066,0.9958,-2.2443,0.2214,1.0687
29.809,-0.0869,0.009,0.9971,-2.4351,0.0763,1.0458
29.829,-0.0894,0.0042,0.9968,-2.3969,0.2824,0.9695
29.849,-0.085,0.01,1.0022,-2.4198,0.2443,1.0763
29.869,-0.0854,0.0103,0.9961,-2.3282,0.2595,1.0076
29.889,-0.0913,0.0073,0.9956,-2.3969,0.2214,0.9847
29.91,-0.0879,0.0042,0.9993,-2.3359,0.1527,1.0153
29.929,-0.0903,0.0002,0.9878,-2.3282,0.2519,0.9466
29.949,-0.0859,-0.0007,0.9871,-2.3511,0.2901,1.0534
29.969,-0.0828,0.0083,0.9929,-2.2061,0.1374,1.0611
29.989,-0.093,0.0005,0.9949,-2.2824,0.1908,1.084
30.009,-0.0913,0.0085,0.9998,-2.3282,0.1298,1.0763
30.029,-0.0874,0.0139,0.9907,-2.2901,0.1374,1.0
30.049,-0.0879,0.0017,1.0017,-2.313,0.1374,1.0687
30.069,-0.0901,0.0071,0.9958,-2.3511,0.1908,1.0458
30.089,-0.0823,0.01,1.001,-2.2214,0.0458,1.0992
30.109,-0.0845,0.0051,0.9993,-2.3817,0.1832,1.0687
30.129,-0.0886,0.0081,1.0027,-2.3664,0.2443,1.0534
30.149,-0.0896,0.0083,0.9915,-2.3282,0.2595,1.1145
30.169,-0.0867,0.0073,0.9985,-2.2824,0.2443,1.0382
30.189,-0.0864,0.0068,1.0,-2.2748,0.2977,0.9695
30.209,-0.0854,0.0081,0.9924,-2.3206,0.2824,1.0916
30.229,-0.0874,0.0032,0.9944,-2.4504,0.229,1.0534
30.249,-0.0884,0.0034,1.0005,-2.2977,0.3206,1.0534
30.269,-0.0879,0.0027,1.0005,-2.3435,0.1985,1.0
30.289,-0.0867,0.0059,0.9878,-2.4198,0.1985,1.1069
30.309,-0.0889,0.0032,0.9973,-2.3359,0.2366,0.9237
30.329,-0.0916,0.0071,0.9924,-2.3282,0.1221,1.0992
30.349,-0.0872,0.0063,1.0007,-2.5267,0.1603,1.0382
30.369,-0.0879,0.0017,0.9863,-2.2366,0.2214,1.0458
30.389,-0.0872,0.0098,1.002,-2.313,0.1069,1.0382
