ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
9.489,3.3647,0.551,0.1365,460.084,429.4428,411.2061
9.509,3.1843,0.4666,0.2798,440.4199,369.7481,344.7557
9.529,3.0313,0.3149,0.3704,391.3511,313.4886,327.1985
9.549,3.1196,0.2302,0.439,377.2748,364.1832,381.8703
9.569,3.2622,0.2568,0.5061,417.3664,444.1069,440.0916
9.589,3.3489,0.2456,0.4541,474.4809,470.8931,451.8779
9.609,3.3474,0.1982,0.4629,496.4504,470.7557,424.7863
9.629,3.115,0.1394,0.5527,460.8397,410.9389,376.9084
9.649,3.0862,0.1272,0.5234,439.8168,415.0916,396.0993
9.669,3.094,0.147,0.5601,454.4733,470.6947,449.5496
9.689,3.0823,0.0972,0.5696,478.0153,8.6183,489.9313
9.709,3.1399,0.082,0.5649,493.4656,22.2214,5.5496
9.729,3.1526,0.1238,0.532,2.3664,17.2519,2.4809
9.749,3.1255,0.1548,0.4944,9.3359,2.8473,490.2061
9.769,3.0488,0.1526,0.4944,3.5725,2.1985,492.9008
9.789,3.0635,0.1499,0.4932,491.5878,10.0534,8.0
9.809,3.1426,0.1423,0.5261,491.1374,23.8702,21.5496
9.829,3.1772,0.1729,0.481,1.6031,15.7023,13.2061
9.849,3.146,0.1804,0.4746,6.5344,497.8855,493.5573
9.869,3.085,0.1523,0.5037,494.6489,491.9618,489.2748
9.889,3.0845,0.1294,0.5002,487.3435,497.7786,1.5878
9.909,3.137,0.1338,0.5042,495.2825,7.0611,9.7863
9.929,3.1504,0.1465,0.498,1.313,6.916,4.6947
9.949,3.127,0.156,0.4778,500.1145,4.145,500.084
9.969,3.1208,0.1401,0.5068,493.4733,495.1298,495.9848
9.989,3.1152,0.127,0.512,489.1603,494.0993,499.8092
10.009,3.1418,0.1279,0.5034,497.7939,3.3435,8.2366
10.029,3.1455,0.1372,0.488,2.458,10.5267,10.3359
10.049,3.1587,0.1697,0.4941,3.5878,2.4885,2.4809
10.07,3.1602,0.1421,0.4827,496.3053,495.7252,498.2596
10.089,3.1406,0.1409,0.4868,494.0916,496.1374,497.7405
10.109,3.1282,0.1311,0.4927,493.4428,2.1374,1.4809
10.129,3.1301,0.1475,0.4812,496.8855,7.4504,8.0305
10.149,3.1604,0.1528,0.4634,3.7939,6.4275,6.9542
10.169,3.1509,0.1462,0.4766,497.9924,495.8626,499.0153
10.189,3.1382,0.1394,0.481,493.0993,495.6947,497.6489
10.209,3.1345,0.1345,0.4819,492.6565,0.7481,1.3893
10.229,3.1565,0.135,0.4829,494.4656,8.0611,7.3588
10.249,3.1563,0.1467,0.4744,499.1451,8.4198,6.0076
10.269,3.1589,0.1545,0.4724,1.0763,499.542,497.313
10.289,3.1348,0.1343,0.4861,495.1298,492.8321,491.084
10.309,3.1174,0.1091,0.5017,488.0306,497.687,496.0153
10.329,3.1277,0.1216,0.4937,495.3893,9.0229,5.3359
10.349,3.1443,0.1384,0.4766,4.6412,11.6794,4.2977
10.369,3.1633,0.1245,0.4438,5.3053,22.3969,496.9466
10.389,3.1672,0.1223,0.4312,499.4504,47.2443,489.4122
10.409,3.1492,0.1387,0.4707,491.6794,70.8321,471.4809
10.429,3.1292,0.1597,0.4648,494.2061,115.1679,460.9466
10.449,3.1094,0.0942,0.3752,492.7099,127.7786,468.3435
10.469,3.0308,0.1018,0.3816,493.6718,133.3588,462.9237
10.489,3.061,0.1194,0.2771,1.855,116.7099,476.7405
10.509,3.0579,0.0754,0.2686,18.2366,111.7786,478.397
10.529,3.0195,0.0525,0.2395,15.9313,109.7863,478.3741
10.549,3.04,0.0703,0.2104,12.4733,121.2824,491.687
10.569,3.0227,0.0493,0.137,2.6107,121.9237,496.4504
10.589,3.031,0.0564,0.0725,497.8015,116.1069,495.4351
10.609,2.936,0.0676,0.0442,497.3664,81.5496,487.3206
10.629,2.9329,0.0491,0.0063,499.229,63.3053,3.2977
10.649,2.9397,0.0007,3.9968,1.4427,69.9771,12.8015
10.669,2.9883,0.0728,3.9722,4.9924,58.2366,15.5878
10.689,3.0002,0.1074,3.9414,16.5802,28.0305,499.3206
10.71,2.9473,0.0991,3.8911,13.8015,9.0992,493.5344
10.729,2.9312,0.1099,3.9058,497.1985,491.7328,498.1756
10.749,2.9658,0.0872,3.9094,483.3053,481.626,11.1069
10.769,2.9639,0.1045,3.9653,477.1298,488.2901,26.8321
10.789,2.9653,0.1191,3.9851,472.8473,459.0534,32.6412
10.809,3.0122,0.1077,0.0203,473.5649,422.855,30.1603
10.829,3.0601,0.1245,0.0574,470.5802,387.5802,22.3588
10.849,3.0657,0.1196,0.0854,473.1985,368.3741,15.2748
10.869,3.0713,0.1499,0.126,477.7252,356.0382,17.9084
10.889,2.9556,0.0759,0.1392,488.2748,363.855,35.1298
10.909,3.0815,0.0664,0.24,431.2825,323.0763,7.145
10.929,3.0789,0.0459,0.2769,437.9771,312.4351,3.3359
10.949,3.1858,0.0757,0.3169,491.5038,343.5191,492.9771
10.969,3.1514,0.1218,0.3818,20.626,357.8779,486.1069
10.989,3.0962,0.1047,0.4426,13.4275,385.5573,499.9008
11.009,3.1038,0.1228,0.4404,488.0534,397.8015,8.3206
11.029,3.1033,0.1216,0.5447,480.5878,375.3206,499.2901
11.049,3.1792,0.0664,0.5457,479.687,364.0687,491.2977
11.069,3.2327,0.073,0.6204,487.1908,364.542,491.2214
11.089,3.2813,0.0864,0.6606,492.9389,363.2214,488.313
11.109,3.2988,0.0508,0.6985,495.5344,381.5802,487.2138
11.129,3.3076,0.0007,0.7349,492.5267,390.0153,470.5496
11.149,3.2805,0.0127,0.782,9.0229,389.9848,439.4656
11.169,3.1582,0.1326,0.7119,42.6947,358.2366,410.3741
11.189,3.2349,0.1021,0.7668,35.7557,363.4656,427.7863
11.209,3.4285,0.0193,0.843,491.1298,393.2596,441.1298
11.229,3.4792,0.0073,0.8428,487.5954,377.6794,413.8473
11.249,3.4187,0.0603,0.8127,490.4046,337.2519,382.0993
11.269,3.4431,0.019,0.873,475.0534,317.4122,386.8473
11.289,3.6724,3.905,0.9414,458.8626,344.2519,404.5496
11.309,3.7876,3.9055,0.8997,475.9466,359.9618,396.4275
11.329,3.7263,3.9568,0.9128,490.4733,336.0687,384.4199
11.35,3.7681,3.9641,0.9219,480.229,327.4275,394.8244
11.369,3.9309,3.9285,0.8997,468.3283,338.3283,406.8092
11.389,0.1072,3.8574,0.8989,462.6947,354.3206,405.0916
11.409,0.0264,3.8491,0.9248,456.8397,336.6107,384.7099
11.429,3.9441,3.8091,1.012,449.3359,301.9542,375.397
11.449,0.0022,3.8042,1.0122,458.2748,327.7099,407.0534
11.469,0.1506,3.8413,0.8936,491.9084,401.3511,453.7634
11.489,0.2632,3.8579,0.877,485.7863,396.0306,440.8855
11.509,0.2766,3.8496,0.9351,451.458,337.7634,390.9466
11.529,0.1111,3.7175,1.1516,410.9695,267.5878,370.4351
11.549,0.2791,3.741,0.9604,456.4504,374.8626,455.3359
11.569,0.3997,3.8411,0.7585,33.4885,458.687,1.4351
11.589,0.4749,3.8804,0.7891,497.5954,373.2977,448.6107
11.609,0.5388,3.8171,0.8,432.397,301.9084,406.0153
11.629,0.5527,3.7395,0.8396,436.3359,325.7099,415.458
11.649,0.5361,3.8074,0.7092,485.2214,414.2825,468.9008
11.669,0.646,3.8091,0.6357,14.0763,467.2901,2.7328
11.689,0.6284,3.8127,0.7402,489.9237,373.5878,440.7405
11.709,0.6626,3.7471,0.8191,428.9771,278.1069,389.4122
11.729,0.7358,3.7261,0.72,460.0534,370.4428,443.1603
11.749,0.832,3.8342,0.5933,33.0153,493.3741,7.7252
11.769,0.8943,3.8704,0.636,21.4733,4.0611,5.7939
11.789,0.8293,3.8186,0.7136,474.7557,441.2138,465.7176
11.809,0.7559,3.7998,0.6885,475.0153,449.6947,467.9848
11.829,0.7288,3.8706,0.5991,8.0458,465.9084,475.5725
11.849,0.7886,3.9272,0.5662,11.0611,486.313,489.5649
11.869,0.791,3.8896,0.5771,496.8855,2.8473,499.6412
11.889,0.7861,3.8596,0.5884,495.2366,497.8092,493.6947
11.909,0.7825,3.863,0.636,492.4046,0.5344,493.8244
11.929,0.8049,3.8542,0.6685,491.9237,15.8855,1.8931
11.949,0.8269,3.8284,0.6409,3.5115,37.3588,9.3588
11.969,0.7751,3.8555,0.6504,6.3893,34.7863,5.0992
11.99,0.7341,3.8669,0.6575,499.229,12.7634,493.3741
12.009,0.676,3.8579,0.6731,493.5038,16.1374,497.542
12.029,0.7061,3.9023,0.6521,3.5267,31.7328,6.6947
12.049,0.7244,3.8809,0.6626,5.1298,40.6183,14.1985
12.069,0.7126,3.8767,0.676,498.1679,38.6412,14.1145
12.089,0.6765,3.8418,0.7124,493.6412,34.0,10.626
12.109,0.7031,3.843,0.7092,498.5115,32.4122,11.145
12.129,0.6936,3.8542,0.7126,2.6947,40.0305,14.7405
12.149,0.7222,3.8635,0.6917,5.7176,39.9924,14.8397
12.169,0.7017,3.8757,0.6936,3.145,31.1374,10.0687
12.189,0.6396,3.8613,0.7378,496.7786,14.8626,1.8015
12.209,0.6189,3.8418,0.7349,491.2672,9.3664,1.7023
12.229,0.6379,3.8528,0.7468,496.855,17.1756,8.458
12.249,0.6421,3.8374,0.7217,500.2443,23.1298,13.0305
12.269,0.6836,3.8472,0.7126,1.9313,25.6031,12.6947
12.289,0.6792,3.8269,0.7405,496.9084,20.1832,7.9771
12.309,0.6282,3.8218,0.7483,488.8092,27.0458,9.6412
12.329,0.5791,3.8376,0.7629,494.2061,44.9008,17.4962
12.349,0.5701,3.8428,0.7166,500.1985,70.2137,30.5802
12.369,0.616,3.8828,0.7424,495.3511,104.9924,38.7176
12.389,0.5637,3.9045,0.7424,471.1069,95.4657,32.2977
12.409,0.4868,3.8589,0.7896,456.458,89.2595,33.3435
12.429,0.4478,3.8242,0.77,451.4122,86.7939,36.687
12.449,0.4402,3.8208,0.7605,457.0916,78.6565,32.6718
12.469,0.3445,3.8416,0.7302,453.2977,86.8779,34.4962
12.489,0.2993,3.8372,0.741,434.687,86.3359,46.3435
12.509,0.3062,3.6736,0.8896,412.6641,64.5344,43.6489
12.529,0.4507,3.5757,0.9233,397.9924,49.6336,33.4427
12.549,0.5142,3.554,0.9116,418.8168,32.8244,14.3435
12.569,0.3384,3.592,0.7981,443.2672,43.313,3.6336
12.589,0.2385,3.6794,0.6411,443.9542,89.7634,21.9466
12.609,1.4021,2.2129,0.3787,495.6107,156.2824,31.9924
12.63,3.9353,3.5098,0.9241,141.0458,174.1527,41.5344
12.649,0.1519,3.5713,1.1133,116.9008,157.542,42.7863
12.669,0.2485,3.5884,1.1465,94.8473,99.3435,37.7328
12.689,0.3147,3.7793,0.9617,67.7786,63.2672,24.3664
12.709,3.9534,3.8245,0.8435,69.2824,67.4962,49.6183
12.729,3.802,3.8147,0.7407,97.4428,73.0534,66.3664
12.749,3.926,3.8574,0.5569,136.3969,114.2366,100.4122
12.769,0.1274,3.7869,0.6536,179.6031,162.1298,127.2061
12.789,3.9587,3.9731,1.5249,250.1298,159.0076,110.2137
12.809,3.8699,3.9634,1.0112,500.1527,33.8321,8.3664
12.829,3.7925,3.9214,0.9307,474.2519,5.7405,482.0763
12.849,3.8508,3.9114,0.853,484.0076,491.1756,5.2901
12.869,3.8489,3.959,0.9824,498.4962,496.3588,1.5191
12.889,3.8672,3.9521,0.9929,0.3511,5.5191,1.855
12.909,3.8232,3.9648,0.98,2.4733,13.2137,2.145
12.929,3.8303,3.9658,0.9929,496.4656,498.4275,1.1145
12.949,3.8518,3.9612,0.9849,495.6412,496.0993,0.9771
12.969,3.8472,3.96,0.9692,499.1908,2.4046,1.4809
12.989,3.8347,3.968,0.9985,500.1298,3.1298,1.6947
13.009,3.8413,3.9629,0.9958,497.542,499.8703,1.3206
13.029,3.8391,3.9639,0.9832,497.1985,499.8321,1.2901
13.049,3.8406,3.959,0.9888,498.2825,0.6107,1.2901
13.069,3.8372,3.9631,0.991,498.5954,0.9084,1.4351
13.089,3.8406,3.9636,0.9854,498.0306,0.5344,1.3969
13.109,3.8379,3.9595,0.9937,497.7481,0.1908,1.3359
13.129,3.8367,3.9634,0.9814,497.8626,0.084,1.3817
13.149,3.8425,3.9634,0.9885,498.1374,0.7023,1.4427
13.169,3.8357,3.9646,0.989,498.1985,0.6565,1.3664
13.189,3.8357,3.9624,0.9883,497.855,0.2595,1.2901
13.209,3.8354,3.9648,0.9829,497.9008,0.1679,1.3664
13.229,3.8384,3.9658,0.9824,498.1069,0.3511,1.4809
13.249,3.8372,3.9644,0.9849,497.9924,0.4733,1.3817
13.27,3.8384,3.9626,0.9919,497.9542,0.313,1.2901
13.289,3.8352,3.9658,0.9907,497.855,0.2443,1.3282
13.309,3.8367,3.9626,0.9895,497.8626,0.1756,1.3206
13.329,3.8357,3.9644,0.988,498.084,0.4122,1.3817
13.349,3.8369,3.9619,0.9822,498.0076,0.458,1.2443
13.369,3.8369,3.9648,0.99,497.9771,0.2137,1.3588
13.389,3.8398,3.9653,0.9868,497.9389,0.3282,1.3282
13.409,3.8362,3.9646,0.9866,498.0076,0.3969,1.3053
13.429,3.8359,3.9622,0.9861,498.0763,0.2519,1.3282
13.449,3.8394,3.9675,0.9875,497.9771,0.1527,1.2977
13.469,3.8374,3.9639,0.9851,497.855,0.2214,1.3053
13.489,3.8372,3.9602,0.9934,497.9848,0.2824,1.2519
13.509,3.8352,3.9636,0.9856,497.9695,0.2366,1.2366
13.529,3.8386,3.9634,0.9846,497.9695,0.1985,1.313
13.549,3.834,3.9651,0.9873,497.9313,0.2137,1.3206
13.569,3.8372,3.9587,0.9873,497.9008,0.2824,1.2901
13.589,3.8381,3.9631,0.9875,498.0,0.2672,1.2519
13.609,3.8347,3.9629,0.9878,497.9466,0.1908,1.2901
13.629,3.8411,3.9661,0.9907,498.0153,0.229,1.3588
13.649,3.8364,3.9624,0.9873,498.0229,0.1374,1.2672
13.669,3.8386,3.9622,0.9875,498.1145,0.2748,1.2977
13.689,3.8367,3.9646,0.9841,497.9695,0.2214,1.313
13.709,3.8396,3.9644,0.9861,497.916,0.1985,1.3053
13.729,3.8345,3.9648,0.988,497.9924,0.2901,1.2595
13.749,3.8384,3.9624,0.9854,497.9848,0.2214,1.3206
13.769,3.8376,3.9651,0.9863,497.9466,0.313,1.3206
13.789,3.8369,3.9617,0.9893,497.855,0.2901,1.313
13.809,3.8379,3.9617,0.991,498.0382,0.1527,1.2748
13.829,3.8325,3.9648,0.9841,497.9466,0.2061,1.2519
13.849,3.8374,3.9631,0.9854,497.9008,0.2748,1.3282
13.869,3.8396,3.9624,0.9924,497.8397,0.1374,1.2901
13.889,3.834,3.9619,0.9934,497.8779,0.2443,1.2366
13.91,3.8406,3.9617,0.9844,497.9695,0.1527,1.374
13.929,3.8372,3.9626,0.9839,497.8397,0.1756,1.3282
13.949,3.8357,3.9646,0.9832,497.9389,0.1679,1.3282
13.969,3.8342,3.9622,0.9834,497.9466,0.1374,1.3359
13.989,3.8386,3.9644,0.9836,497.9924,0.0916,1.3359
14.009,3.8364,3.9661,0.9829,498.0306,0.0458,1.3359
14.029,3.8376,3.9631,0.9849,497.9084,0.2595,1.2672
14.049,3.8362,3.9631,0.9883,497.9618,0.3206,1.3511
14.069,3.833,3.9666,0.9873,498.0534,0.1908,1.2595
14.089,3.8418,3.969,0.9895,497.8626,0.1756,1.2519
14.109,3.8367,3.9648,0.9822,498.0229,0.2061,1.3053
14.129,3.8398,3.9656,0.9854,497.9313,0.1756,1.2824
14.149,3.8372,3.9658,0.9893,497.8931,0.1832,1.3511
14.169,3.8386,3.9631,0.9839,497.9008,0.1298,1.3435
14.189,3.8357,3.9646,0.9934,497.8855,0.1679,1.2595
14.209,3.8345,3.9641,0.9863,498.0382,0.1145,1.3511
14.229,3.8328,3.9636,0.9902,497.9924,0.1145,1.3282
14.249,3.8347,3.9631,0.9919,497.9084,0.1221,1.2366
14.269,3.8364,3.9592,0.9893,497.9237,0.2748,1.2672
14.289,3.835,3.9651,0.9829,497.9466,0.0229,1.3817
14.309,3.8352,3.9656,0.9861,497.8321,0.2366,1.3893
14.329,3.8384,3.9634,0.9871,497.9848,0.1145,1.3282
14.349,3.8369,3.9595,0.9873,498.0076,0.1603,1.3282
14.369,3.8406,3.9629,0.9858,497.9695,0.2519,1.3282
14.389,3.8376,3.9651,0.9849,497.9084,0.1145,1.4275
14.409,3.834,3.9624,0.9846,498.0382,0.1603,1.2901
14.429,3.8374,3.9653,0.9868,497.9313,0.084,1.2901
14.449,3.835,3.9636,0.9827,497.9618,0.0992,1.3282
14.469,3.8386,3.9617,0.9895,497.8779,0.1832,1.313
14.489,3.8347,3.9629,0.9871,497.8779,0.0992,1.2595
14.509,3.8416,3.9597,0.9875,497.855,0.2061,1.3588
14.529,3.834,3.9629,0.9873,497.8931,0.1298,1.229
14.55,3.8408,3.9639,0.9873,497.7557,0.1527,1.2901
14.569,3.8291,3.9629,0.99,497.8626,0.1756,1.2672
14.589,3.8364,3.9653,0.9868,497.8092,0.1985,1.3206
14.609,3.8367,3.9658,0.9875,497.9466,0.2595,1.2901
14.629,3.8374,3.9666,0.9883,497.8626,0.0687,1.3053
14.649,3.8318,3.9656,0.9858,497.9008,0.1756,1.3206
14.669,3.8328,3.9604,0.9863,497.9008,0.1908,1.2977
14.689,3.8369,3.9617,0.9802,497.855,0.1374,1.3206
14.709,3.834,3.9653,0.9875,497.9771,0.1832,1.2977
14.729,3.8369,3.9622,0.988,497.8321,0.1069,1.3282
14.749,3.8354,3.9622,0.9856,497.8626,0.0687,1.2672
14.769,3.8359,3.9648,0.989,497.8473,0.1527,1.2443
14.789,3.8374,3.9619,0.9805,497.9084,0.1908,1.313
14.809,3.834,3.9617,0.9873,497.916,0.1985,1.2977
14.829,3.8362,3.9646,0.9802,497.8779,0.1145,1.2901
14.849,3.8369,3.9644,0.9944,497.8168,0.1679,1.3206
14.869,3.8337,3.9624,0.9917,497.7786,0.1145,1.229
14.889,3.8315,3.9678,0.9849,497.8855,0.1679,1.2977
14.909,3.8301,3.9646,0.9888,497.9848,0.1069,1.3435
14.929,3.8384,3.9648,0.9866,497.9389,0.2061,1.2595
14.949,3.8367,3.967,0.9856,497.8626,0.1145,1.2977
14.969,3.8372,3.9626,0.988,497.9542,0.1069,1.3206
14.989,3.8362,3.9651,0.9878,497.9389,0.0611,1.2824
15.009,3.8337,3.9636,0.9875,497.8703,0.2366,1.3053
15.029,3.8328,3.9617,0.9824,497.916,0.1908,1.4198
15.049,3.8323,3.9646,0.9934,497.8321,0.0687,1.2901
15.069,3.8352,3.9602,0.9939,497.9924,0.2748,1.3206
15.089,3.8352,3.9653,0.9841,497.916,0.1069,1.2824
15.109,3.833,3.9666,0.9919,497.9848,0.1069,1.2519
15.129,3.8333,3.9656,0.9829,497.8473,0.2443,1.2595
15.149,3.8357,3.9639,0.9792,497.8626,0.0305,1.229
15.169,3.8342,3.9617,0.9871,497.9695,0.2443,1.2824
15.19,3.8347,3.9634,0.9878,497.8931,0.1374,1.2595
15.209,3.835,3.9607,0.9854,497.8855,0.0534,1.2977
15.229,3.8354,3.9624,0.9861,497.916,0.2824,1.3511
15.249,3.8408,3.9607,0.99,497.9008,0.1069,1.3359
15.269,3.8333,3.9644,0.9844,497.9389,0.0458,1.3206
15.289,3.8379,3.9634,0.989,498.0306,0.1221,1.3053
15.309,3.8357,3.9626,0.9841,497.9237,0.1298,1.2519
15.329,3.833,3.9644,0.9849,497.9695,0.1298,1.2977
15.349,3.833,3.9624,0.9836,497.8626,0.2137,1.2595
15.369,3.8367,3.9663,0.9846,497.9237,0.0916,1.313
15.389,3.835,3.9629,0.9856,497.9466,0.0992,1.313
15.409,3.8391,3.9636,0.9902,498.0,0.145,1.2977
15.429,3.8345,3.9624,0.9907,498.0229,0.1145,1.2672
15.449,3.832,3.9619,0.988,497.9237,0.1298,1.229
15.469,3.8347,3.9651,0.9902,497.9924,0.0229,1.374
15.489,3.8369,3.9634,0.9871,497.8626,0.1832,1.3206
15.509,3.8359,3.9617,0.9817,497.855,0.0992,1.313
15.529,3.8364,3.9639,0.9854,497.9084,0.1603,1.2443
15.549,3.8352,3.9648,0.9834,498.0229,0.0458,1.3435
15.569,3.8372,3.9644,0.9932,497.9618,0.1679,1.2366
15.589,3.8347,3.9609,0.9873,497.8931,0.145,1.2366
15.609,3.833,3.969,0.9866,497.916,0.0992,1.2977
15.629,3.8369,3.9656,0.9812,497.8779,0.2443,1.4351
15.649,3.8364,3.969,0.9812,497.8703,0.1679,1.2824
15.669,3.8389,3.9646,0.9856,497.9084,0.0153,1.3435
15.689,3.8357,3.9592,0.9856,497.9466,0.1679,1.2901
15.709,3.8328,3.9648,0.9978,498.0076,0.2137,1.3435
15.729,3.8337,3.9653,0.9863,497.8855,0.0687,1.3053
15.749,3.8364,3.9656,0.9875,497.8703,0.0153,1.2443
15.769,3.8369,3.9629,0.9871,497.8321,0.1985,1.2748
15.789,3.8367,3.9651,0.9873,497.9389,500.2443,1.3435
15.809,3.8396,3.9675,0.9878,497.9237,0.1374,1.1985
15.83,3.833,3.9609,0.99,497.9008,0.0153,1.2672
15.849,3.8369,3.9661,0.9897,497.916,0.0992,1.2443
15.869,3.833,3.9646,0.9832,497.8626,0.1756,1.2443
15.889,3.8376,3.9644,0.9863,497.9771,0.0458,1.3893
15.909,3.8394,3.9658,0.9844,497.8855,0.1679,1.2824
15.929,3.8379,3.9634,0.9858,497.8015,0.1145,1.3359
15.949,3.835,3.9626,0.9885,497.9618,0.1603,1.2748
15.969,3.8372,3.9624,0.9834,497.9542,0.0076,1.2901
15.989,3.8401,3.9666,0.9858,497.9313,0.1221,1.1908
16.009,3.8345,3.9636,0.9915,497.9618,0.145,1.3053
16.029,3.8362,3.9641,0.9866,497.9313,0.1679,1.2672
16.049,3.8384,3.9663,0.9768,497.9695,0.0534,1.2824
16.069,3.8354,3.9663,0.9849,497.9771,0.1298,1.2977
16.089,3.8357,3.9695,0.9993,497.9084,0.1756,1.2748
16.109,3.8364,3.9609,0.989,497.9542,0.0382,1.2672
16.129,3.8345,3.9602,0.9863,497.8703,0.1756,1.3435
16.149,3.8325,3.9651,0.9902,498.0,0.0763,1.3511
16.169,3.8384,3.9658,0.9861,497.9771,0.0916,1.3053
16.189,3.835,3.9688,0.988,497.8931,0.0916,1.2824
16.209,3.8311,3.9597,0.9866,497.9542,0.0305,1.2443
16.229,3.8398,3.9658,0.9866,497.9466,0.3206,1.2672
16.249,3.834,3.9661,0.9834,497.8779,0.0763,1.2519
16.269,3.8408,3.9648,0.9873,497.9313,500.2519,1.2977
16.289,3.8335,3.9651,0.9915,498.0763,0.3053,1.229
16.309,3.8352,3.9639,0.9846,497.8855,0.2443,1.3817
16.329,3.8408,3.9639,0.9841,497.8321,0.0382,1.313
16.349,3.8352,3.9663,0.9856,497.9313,0.1756,1.313
16.369,3.8328,3.9648,0.9873,497.9695,0.1298,1.2824
16.389,3.8354,3.9651,0.9905,497.9695,0.0382,1.3206
16.409,3.8347,3.9653,0.9873,497.9389,0.1756,1.2672
16.429,3.8335,3.9644,0.9912,497.855,0.0992,1.2595
16.449,3.8374,3.9612,0.9797,498.0306,0.1679,1.2748
16.47,3.8372,3.9639,0.9939,497.8168,0.2748,1.1756
16.489,3.8303,3.9617,0.9822,497.9389,0.1069,1.3359
16.509,3.8367,3.9651,0.9885,497.916,0.2137,1.2443
16.529,3.834,3.9663,0.9858,497.9618,0.0305,1.3359
16.549,3.8362,3.9656,0.9861,497.9237,0.0916,1.3053
16.569,3.835,3.9622,0.989,497.8855,0.0763,1.3359
16.589,3.8386,3.9668,0.9839,497.8855,0.1145,1.2519
16.609,3.8352,3.9651,0.9868,497.9084,0.1221,1.3206
16.629,3.8364,3.9656,0.9839,497.9695,0.1374,1.2366
16.649,3.8362,3.9675,0.9856,497.7786,0.0611,1.2901
16.669,3.8369,3.9661,0.9851,497.9695,0.084,1.3053
16.689,3.8357,3.9626,0.9885,497.8779,0.1985,1.2748
16.709,3.8364,3.9656,0.9929,497.8855,0.0916,1.2595
16.729,3.8374,3.9644,0.9858,497.9237,0.1145,1.2824
16.749,3.8379,3.9646,0.9844,497.9466,0.1069,1.2137
16.769,3.8352,3.9622,0.978,498.1832,0.3664,1.4122
16.789,3.8394,3.9653,0.9927,498.5573,500.1298,1.5038
16.809,3.8384,3.9675,0.9854,497.9084,0.5267,1.2519
16.829,3.8403,3.9639,0.9888,497.9237,0.0916,1.2137
16.849,3.8384,3.9656,0.9822,497.9389,0.2824,1.2595
16.869,3.8374,3.9661,0.9885,498.0916,0.0305,1.313
16.889,3.8323,3.9646,0.9951,498.4046,0.374,1.4809
16.909,3.8323,3.9688,0.9871,498.2596,0.4351,1.4122
16.929,3.8345,3.9658,0.9851,498.4046,0.1221,1.3893
16.949,3.8369,3.9668,0.9851,498.0993,0.2061,1.3053
16.969,3.8352,3.9626,0.9814,497.9924,0.3893,1.374
16.989,3.8345,3.9614,0.9846,498.2061,0.1832,1.3893
17.009,3.8328,3.9661,0.9824,498.084,0.1603,1.3053
17.029,3.8359,3.9617,0.9937,498.1603,0.5038,1.3282
17.049,3.8345,3.9656,0.98,497.916,0.1298,1.3053
17.069,3.8347,3.9653,0.9844,497.9237,0.313,1.2977
17.089,3.8357,3.9678,0.988,497.8397,0.313,1.2214
17.11,3.8362,3.9685,0.988,497.9771,0.3053,1.3053
17.129,3.8347,3.967,0.9844,498.0763,0.2061,1.2901
17.149,3.8359,3.968,0.9895,498.0229,0.313,1.2748
17.169,3.8296,3.9673,0.9792,497.9237,0.229,1.2901
17.189,3.8342,3.9641,0.9871,498.1069,0.2366,1.2824
17.209,3.8345,3.9666,0.9795,497.916,0.2366,1.2061
17.229,3.8394,3.9692,0.9949,497.8779,0.0305,1.3282
17.249,3.8384,3.97,0.9878,498.0458,0.229,1.2748
17.269,3.8345,3.9629,0.9805,497.8473,0.2672,1.313
17.289,3.8374,3.9705,0.9954,498.0382,0.1527,1.3359
17.309,3.8335,3.9607,0.9902,497.8855,0.229,1.2672
17.329,3.8389,3.9697,0.9856,497.9771,0.0763,1.3435
17.349,3.8342,3.969,0.9849,497.8092,0.229,1.2443
17.369,3.8345,3.9773,0.9919,497.9313,0.0382,1.2977
17.389,3.832,3.9622,0.9878,498.0229,0.3206,1.3053
17.409,3.8394,3.9631,0.9873,497.7863,0.2137,1.3588
17.429,3.8301,3.9678,0.989,497.771,0.2595,1.3206
17.449,3.834,3.9653,0.9897,497.7405,0.1145,1.313
17.469,3.8279,3.9602,0.9717,499.9848,495.5115,1.374
17.489,3.8223,3.9531,0.9741,498.3741,498.1832,1.3817
17.509,3.7961,3.9932,1.0146,495.8168,492.2214,1.2672
17.529,3.6743,0.0166,0.9868,495.8626,488.5496,485.2214
17.549,3.739,3.9905,0.991,1.1145,2.4046,454.1221
17.569,3.9163,3.9753,0.99,1.3969,0.7023,443.5878
17.589,0.0078,3.9282,1.0198,3.2595,9.9084,463.8855
17.609,3.9402,3.906,0.9875,498.687,494.6336,490.6412
17.629,3.8525,3.9529,0.9934,497.8473,500.2596,0.9847
17.649,3.8313,3.9626,0.9883,5.9542,13.0763,2.4885
17.669,3.8118,3.9631,1.0037,495.8779,495.5725,0.8473
17.689,3.8418,3.9639,1.021,498.2366,495.3588,499.7176
17.709,3.8459,3.9558,0.9951,497.2672,498.1451,0.0763
17.729,3.803,3.9861,0.9958,494.5725,493.8626,498.0076
17.75,3.8071,3.9478,0.9902,493.7557,490.7252,489.8397
17.769,0.032,3.957,0.9653,494.8779,491.8855,488.0306
17.789,3.8813,0.0366,1.0244,2.0382,9.7176,1.7252
17.809,3.8633,0.0613,1.0254,493.7786,493.7099,500.0229
