ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
17.829,3.9287,3.9607,0.9097,493.7405,498.5802,10.1679
17.849,3.7324,3.8718,0.8188,19.4275,35.5496,13.9237
17.869,3.7395,3.9819,1.082,14.1069,1.7481,2.0229
17.889,3.8362,3.9805,1.0649,4.8702,495.0763,4.687
17.909,3.8396,3.9116,1.0125,498.4199,5.1603,2.2824
17.929,3.8667,3.9761,0.9641,495.6794,499.5115,1.2824
17.949,3.8328,3.9775,0.97,497.397,3.9542,1.3053
17.969,3.833,3.957,0.989,498.2901,496.2748,1.3359
17.989,3.8372,3.9719,0.99,498.7405,495.0153,1.2443
18.009,3.8557,3.9856,1.01,499.0306,488.7405,0.4885
18.029,3.8462,3.9829,0.9856,1.1603,492.397,1.1832
18.049,3.8516,0.0037,1.0,498.9695,492.1221,1.4656
18.069,3.8428,0.1948,1.0251,500.0993,490.5038,5.9542
18.089,3.8213,3.8293,0.9668,496.4886,492.397,17.0611
18.109,3.8176,3.9353,1.019,497.1298,500.0382,1.313
18.129,3.8301,3.9272,1.0308,489.8397,494.5725,498.4275
18.149,3.8899,3.8669,0.9526,490.7328,498.5954,1.1069
18.169,3.8647,3.9282,0.9834,494.1832,0.0763,500.2138
18.189,3.8352,3.8369,1.0068,492.5649,494.7328,0.5725
18.209,3.7615,3.8701,1.0085,484.229,0.0534,15.4962
18.229,3.7759,3.9817,1.0188,477.7557,8.7786,26.5114
18.249,3.821,3.9641,1.0173,471.1221,500.0611,29.4809
18.269,3.8452,3.9897,1.0083,474.2977,487.542,31.5954
18.289,3.9084,3.9546,1.1643,498.7786,484.2366,39.2443
18.309,3.8601,3.9502,1.0491,15.0229,467.2748,48.1527
18.329,3.8237,3.9602,1.0027,12.6336,472.2901,49.9924
18.349,3.9639,3.9512,0.99,16.1527,496.9618,49.0458
18.369,0.1394,3.9604,0.9729,24.1298,10.8702,34.7786
18.39,0.0886,3.9832,0.958,19.771,8.5725,14.5344
18.409,3.9836,0.0117,1.0144,14.4885,2.1832,4.1985
18.429,3.8872,0.0027,1.0222,17.1527,21.4122,497.8244
18.449,3.8542,0.0024,0.967,28.6489,56.0382,494.1756
18.469,3.843,0.0193,0.9114,25.5954,59.7634,493.4122
18.489,3.8135,0.0068,0.9583,11.229,18.8015,498.0382
18.509,3.7578,0.0093,1.0217,5.1298,461.1908,498.7481
18.529,3.7278,0.0056,1.0471,4.5954,433.0458,3.3206
18.549,3.7239,0.0054,0.9993,8.7634,413.3664,5.0458
18.569,3.8645,0.1362,1.1135,20.4656,414.3435,498.3817
18.589,3.8311,0.0388,1.0586,18.229,449.5115,31.7939
18.609,3.9771,0.0044,1.0061,26.4046,493.855,28.3511
18.629,0.0464,0.0771,0.9084,40.8015,30.5114,20.1603
18.649,0.001,0.1047,1.0215,21.8702,41.9771,6.542
18.669,3.9963,0.0857,1.0483,18.4351,25.626,4.6031
18.689,3.9275,0.104,0.9661,34.8702,12.1679,4.313
18.709,3.9043,0.1191,0.8225,31.0763,2.7176,7.6565
18.729,3.8711,0.1394,0.7283,10.6794,2.9313,10.5344
18.749,3.8818,0.1565,0.6926,488.2977,10.9847,14.3588
18.769,3.8296,0.1501,1.0002,451.771,16.8473,9.7023
18.789,3.8643,0.0774,1.3745,446.4046,10.7023,13.8931
18.809,3.9783,0.0037,1.6377,488.2825,9.1756,12.7328
18.829,0.052,3.8889,1.325,60.4962,22.229,8.3511
18.849,0.0537,0.02,0.8628,121.4657,33.7481,6.8931
18.869,0.0139,0.1333,0.5706,85.9847,31.229,489.397
18.889,3.8684,0.2119,0.5479,35.0,18.084,477.5267
18.909,3.6843,0.2495,0.447,499.1527,487.2366,474.4046
18.929,3.4971,0.3245,0.3857,446.8855,456.1374,487.229
18.949,3.5845,0.2815,1.0049,377.0534,448.0382,8.5573
18.969,3.8311,0.0439,1.9209,377.0611,447.3206,30.9237
18.989,0.1416,3.8306,1.9999,465.5878,475.3283,29.2595
19.009,0.2695,3.8162,1.3657,127.2748,10.0992,25.2519
19.03,0.21,0.0662,0.6577,175.6412,28.8473,4.0382
19.049,0.0112,0.175,0.3701,95.7252,41.3206,475.626
19.069,3.7542,0.3745,0.2388,39.687,26.6183,467.0153
19.089,3.6597,0.4827,0.2302,464.2366,32.2672,480.0382
19.109,3.7073,0.4495,0.447,398.2596,20.3359,500.1069
19.129,3.6909,0.1201,1.9119,326.5038,489.5725,499.3435
19.149,3.7295,3.7439,1.9999,453.916,484.7863,4.0611
19.169,3.7527,3.552,1.7925,153.9618,0.5496,28.1374
19.189,3.9282,3.9929,0.6016,198.8244,477.687,20.3511
19.209,0.1638,0.2874,0.0503,133.0076,458.1985,0.0
19.229,0.2761,0.5693,3.3469,92.0458,478.9848,488.3435
19.249,0.05,0.7896,3.5728,412.0,36.0534,476.6641
19.269,3.6533,0.2209,1.8933,250.1374,37.5115,452.0993
19.289,3.3269,3.696,1.9999,283.0,494.2138,455.1832
19.309,3.415,3.3943,1.811,215.374,462.8168,3.1832
19.329,3.7512,0.2444,0.5505,243.8321,409.2443,17.2366
19.349,0.3782,0.3306,0.02,126.7405,426.7634,21.8702
19.369,0.4868,0.5256,2.9482,117.3053,8.3359,10.2366
19.389,0.3228,0.5706,2.7383,419.5725,64.1221,484.8092
19.409,3.3735,0.3665,1.9999,250.1374,70.7099,463.0229
19.429,3.0957,3.0527,1.9999,250.1374,116.2137,467.5191
19.449,3.5991,3.2979,1.2703,236.7328,480.7099,24.4504
19.469,3.8921,0.4116,0.5398,250.1298,354.8015,494.2061
19.489,0.2891,0.3635,3.8086,117.9924,420.5496,0.458
19.509,0.249,0.6389,3.0042,82.3588,42.6641,10.1527
19.529,0.187,0.3975,3.2175,356.0534,98.6336,1.9695
19.549,3.4658,3.9739,1.6218,250.1374,53.8931,0.9771
19.569,3.3289,2.5337,1.9999,250.1374,116.3817,3.6718
19.589,3.9717,3.7373,0.8616,238.6412,449.0229,495.1374
19.609,0.0618,0.3921,0.25,154.458,397.9084,489.4122
19.629,0.2002,0.3308,3.8933,51.1832,462.3588,492.6565
19.649,3.9482,0.5984,3.4939,0.3206,43.8626,7.1298
19.67,0.0532,0.2307,0.1416,340.8015,74.0611,21.0153
19.689,3.3691,3.292,1.9999,250.1374,45.1527,499.5496
19.709,3.7432,3.3064,1.915,479.2977,4.9847,1.6947
19.729,0.0342,0.0938,0.5969,151.7633,440.7786,484.2061
19.749,3.9082,0.1553,0.4426,492.7176,452.4351,469.9008
19.769,3.7471,0.0266,0.8052,473.2977,8.1374,498.8092
19.789,3.9333,3.8931,0.96,448.9848,39.8244,11.1832
19.809,3.9731,3.9705,0.7324,467.2901,499.8321,495.5878
19.829,3.7505,3.9116,0.9519,417.9237,467.2519,471.5954
19.849,3.6221,3.8428,1.24,426.1298,474.458,481.9771
19.869,3.8159,3.8174,1.1323,462.4656,493.9313,496.2672
19.889,3.9536,3.8398,0.937,476.1985,494.0229,491.8931
19.909,3.968,3.8496,0.8545,467.1756,490.1374,486.1756
19.929,3.9207,3.8535,0.7798,453.2214,488.542,483.9466
19.949,3.9063,3.8503,0.7991,431.084,481.9848,476.771
19.969,3.7632,3.7429,1.1401,417.7176,500.1298,477.3588
19.989,0.0483,3.7583,1.2307,66.0382,6.7786,9.8626
20.009,3.9768,3.8486,1.0508,16.229,26.1527,3.2672
20.029,3.9365,3.7891,0.7822,24.5954,10.8244,2.687
20.049,3.8462,3.8335,0.7917,63.145,5.2595,499.6031
20.069,3.8262,3.8118,0.9722,83.6489,12.5191,0.7176
20.089,3.8562,3.906,1.1062,76.3435,11.5267,492.5191
20.109,3.8884,3.9048,1.1638,53.8626,496.5954,0.1908
20.129,3.9141,3.9265,1.0154,31.8092,493.6489,5.5344
20.149,3.9063,3.9766,0.9778,29.7557,499.4122,11.6565
20.169,3.7405,3.8743,1.1179,25.6565,9.5038,12.3893
20.189,3.792,3.9983,1.0483,8.6107,13.4351,3.7557
20.209,3.8489,3.9197,0.9983,2.4351,8.8092,498.6336
20.229,3.916,3.9138,1.0098,1.9466,7.7099,495.0
20.249,3.8403,3.9063,0.9651,0.2366,8.2672,498.2901
20.269,3.8792,3.853,0.7197,11.7176,497.7557,496.5878
20.289,3.7515,0.0615,1.4988,28.084,46.7786,3.8855
20.31,3.8337,3.9397,0.8779,0.0076,497.0,498.9466
20.329,3.8826,3.9565,0.9895,499.0,498.7481,1.1527
20.349,3.8069,3.9619,1.0027,0.9618,499.7481,499.9848
20.369,3.8621,3.9509,0.9661,498.9924,2.8397,500.0916
20.389,3.8499,3.9639,0.9792,499.5649,0.626,1.1985
20.409,3.7932,3.9736,1.0212,7.0763,13.3511,496.7328
20.429,3.791,3.9998,1.1113,4.3359,5.2443,0.4427
20.449,3.906,3.9377,1.0056,497.5191,495.9008,8.5725
20.469,3.7729,3.9668,1.0027,496.7939,489.397,497.9008
20.489,3.8289,3.9531,1.0781,493.1221,479.6489,13.6794
20.509,3.6545,3.7974,0.8267,489.5496,487.7863,8.9466
20.529,3.7627,3.9976,1.071,486.2443,494.313,487.1298
20.549,3.6462,0.0186,1.3289,466.1374,0.542,11.5649
20.569,3.5432,3.7495,1.7927,14.2366,490.3588,43.5038
20.589,3.5999,3.7749,1.8796,137.5114,491.6412,76.6336
20.609,3.6677,3.7754,1.6165,217.0992,462.5802,90.0382
20.629,0.0012,3.8501,1.0349,250.1298,447.1374,101.2748
20.649,0.4712,3.991,0.0881,250.1298,479.9618,96.3893
20.669,0.8564,0.3032,3.0806,175.7557,486.542,33.6794
20.689,0.3984,0.5442,2.114,14.4962,13.374,467.3435
20.709,3.7844,0.657,3.5569,250.1374,65.7481,449.3053
20.729,2.7896,3.7793,1.9999,250.1374,20.9924,440.5802
20.749,3.3833,3.1492,1.9999,16.6183,488.5573,19.1985
20.769,3.7742,3.9036,1.2759,250.1298,458.2977,63.1145
20.789,0.3083,0.0918,0.7266,99.313,397.9924,12.2366
20.809,0.4795,0.3613,2.9348,167.9542,7.229,496.8473
20.829,0.438,0.4016,2.0,60.1145,98.8473,489.2443
20.849,3.7078,0.1147,3.6323,258.084,34.3206,484.4275
20.869,3.689,3.2588,1.5396,255.542,490.4428,496.4809
20.889,0.4351,2.0,1.9999,250.1374,72.1374,498.8397
20.909,0.126,0.3206,1.3918,250.1298,490.0458,32.4198
20.929,0.4019,0.1868,0.291,110.8244,43.6565,465.0611
20.95,3.9578,0.9148,2.0,174.7252,28.855,486.8321
20.969,3.3455,0.7839,2.0,363.1451,460.0993,29.1145
20.989,3.3601,3.3623,1.3123,250.1374,1.1527,95.6107
21.009,3.8123,3.2495,1.9999,343.8092,27.7634,54.5878
21.029,0.3469,3.5725,1.9999,490.3206,499.5038,1.0534
21.049,0.8376,0.0383,1.9999,140.8931,58.855,476.916
21.069,0.0425,0.3674,3.3367,187.5878,52.374,450.2748
21.089,2.9492,0.6541,2.0,43.7786,459.2825,462.5954
21.109,2.5022,0.0608,0.6902,316.8855,443.8779,53.6641
21.129,3.9504,3.6663,1.9999,379.7939,454.9618,82.0382
21.149,1.2019,3.7117,1.9999,18.6107,458.6794,36.2061
21.169,1.4775,3.9214,1.916,130.1145,17.9924,458.6641
21.189,0.3003,0.4172,2.8237,200.3969,49.8626,405.4962
21.209,2.0698,0.8315,2.0,41.9618,439.0763,445.1069
21.229,2.0,0.0068,0.2688,260.7099,459.1603,81.1069
21.249,3.9438,3.5898,1.9999,300.0,476.9313,124.1221
21.269,1.573,3.6104,1.9999,475.1832,485.4046,59.9542
21.289,1.813,3.6748,1.9999,140.3969,63.3893,455.7634
21.309,0.1223,0.1592,3.4153,222.5649,66.2595,375.7099
21.329,2.0,0.7234,2.0,58.2137,494.8626,433.0
21.349,2.0,0.4924,2.9888,329.4122,465.1145,65.2443
21.369,0.5942,3.6292,1.9999,274.2748,451.9313,152.2061
21.389,1.5156,3.5527,1.9999,416.626,497.1908,52.1374
21.409,1.3127,3.6279,1.9999,108.5878,107.8015,457.3741
21.429,3.6118,3.9023,0.7854,231.2977,112.5191,395.2519
21.449,2.4209,0.7869,2.0,152.5649,6.8779,452.7634
21.469,2.5203,0.6548,2.0,431.4351,434.4733,51.5725
21.489,0.3115,3.5161,0.9226,250.1374,481.6031,126.9466
21.509,0.5112,3.3621,1.9999,305.6031,8.9847,52.5954
21.529,0.5945,3.3899,1.9999,3.3893,59.7099,491.9924
21.549,0.5125,3.6802,1.9999,187.0611,92.7557,442.4504
21.569,3.7417,0.5159,2.3713,221.5496,26.5344,432.6718
21.59,2.7871,0.623,2.0,488.9237,440.9695,492.916
21.609,2.8608,3.8909,0.6152,250.1374,456.7786,69.7481
21.629,3.8379,3.6204,1.9999,323.7023,467.4122,67.6412
21.649,0.957,3.7515,1.9999,9.771,14.3664,30.4046
21.669,1.158,3.7153,1.9999,162.1221,70.5878,447.5649
21.689,3.4177,0.283,2.9617,229.1374,51.9542,403.3511
21.709,2.3354,0.6868,2.0,14.0611,452.9466,480.5725
21.729,2.5823,0.4268,2.9004,303.7481,397.2748,83.0305
21.749,0.3855,3.4116,1.9999,269.0,456.3435,110.4504
21.769,0.697,3.4951,1.9999,473.313,496.4886,49.4046
21.789,0.8159,3.6077,1.9999,154.7939,35.1069,476.7863
21.809,0.6772,3.9197,0.1089,250.1298,56.4198,421.0229
21.829,3.2368,0.7639,2.0,144.8931,472.2748,425.6031
21.849,2.2998,0.3215,2.0,333.8168,403.6947,6.7863
21.869,3.1421,3.3826,1.5493,250.1374,485.5573,104.5802
21.889,0.0659,3.3438,1.9999,291.0153,454.0076,74.1069
21.909,1.147,3.5332,1.9999,21.0916,35.1298,13.771
21.929,1.4333,3.6733,1.9243,197.9084,68.6031,437.5115
21.949,3.8926,0.3096,2.2029,243.8702,67.2443,388.687
21.969,2.2668,0.6006,2.0,477.0382,449.9542,459.8015
21.989,2.3132,0.0374,3.9614,252.2748,448.542,75.6565
22.009,0.1204,3.5549,1.9999,256.4351,454.7328,103.626
22.029,1.3022,3.585,1.9999,457.1679,499.9008,49.3359
22.049,1.4709,3.5251,1.9999,142.0305,55.8626,450.4504
22.069,3.9119,3.8433,0.168,250.1298,98.313,380.0306
22.089,2.4329,0.8369,2.0,153.4504,492.1603,433.8092
22.109,2.3279,0.5168,2.0,356.7634,392.1298,40.5115
22.129,3.9314,3.5117,1.595,250.1374,472.8473,116.8015
22.149,0.5518,3.4768,1.9999,331.9924,456.5802,68.2748
22.169,0.8062,3.6169,1.9999,6.1527,21.6412,9.9924
22.189,0.5566,3.6482,1.9999,137.5802,53.0458,447.687
22.209,3.7537,3.9666,0.1882,191.6947,80.8855,403.7176
22.23,3.0059,0.458,2.7708,141.626,66.7252,440.0153
22.249,3.3518,0.2856,3.6218,489.9237,59.5038,483.9237
22.269,3.7566,0.1025,0.7258,443.9542,62.1908,42.1679
22.289,3.814,3.9248,1.5681,429.2596,35.1221,30.9313
22.309,3.6274,0.1543,1.9999,451.6794,26.9389,10.8855
22.329,3.7854,0.0393,1.4275,47.0763,60.9237,14.3282
22.349,3.6365,0.3645,0.3362,79.1603,97.626,11.8931
22.369,3.6133,0.3376,0.0767,20.1985,63.4351,18.8855
22.389,3.5918,0.2998,0.5378,436.7099,496.916,25.8626
22.409,3.7449,0.0811,1.272,389.1298,459.1069,24.4885
22.429,3.8894,3.9822,1.6238,442.6031,440.3206,18.0229
22.449,3.8865,0.0322,1.3271,498.8321,463.0687,500.1756
22.469,3.78,0.1433,0.8406,31.1374,14.3511,495.6718
22.489,3.689,0.1804,0.6089,10.7023,40.0153,493.084
22.509,3.6758,0.1453,0.6794,482.3053,27.2137,498.4428
22.529,3.6809,0.0703,0.8396,473.4656,483.7786,497.6107
22.549,3.5989,0.075,0.9829,468.2977,459.0687,492.8397
22.569,3.6013,0.0952,1.0518,473.2901,469.5038,498.458
22.589,3.6873,0.1086,1.0352,476.2061,482.5191,5.3817
22.609,3.7666,0.0762,1.0664,480.4199,497.5191,9.5802
22.629,3.8232,0.0488,1.0273,496.9237,7.8931,7.5649
22.649,3.7788,0.0706,0.895,1.8092,500.0763,498.1298
22.669,3.7327,0.0837,0.8535,491.7176,493.8703,496.771
22.689,3.7354,0.0918,0.9346,477.458,485.6031,497.0153
22.709,3.7087,0.0615,1.0652,475.0534,483.6336,498.2672
22.729,3.7378,0.0469,1.0603,490.771,489.9695,1.7939
22.749,3.731,0.0706,0.9778,500.0534,495.0916,499.229
22.769,3.7256,0.0862,0.8857,498.4809,499.9695,496.4733
22.789,3.7229,0.0618,0.9536,489.6489,497.3817,493.6565
22.809,3.7368,0.0452,1.011,493.3511,486.4962,493.771
22.829,3.7786,0.0405,0.9731,498.4733,481.7328,494.1679
22.849,3.7668,0.0576,0.8745,498.3359,476.7099,493.0153
22.87,3.6804,0.0737,0.8877,486.1298,477.0763,491.6107
22.889,3.6794,0.0413,1.0518,477.2366,478.542,494.7023
22.909,3.7642,0.0039,1.0977,490.1069,475.6489,498.9389
22.929,3.8262,0.0674,0.9812,2.5496,471.5573,497.458
22.949,3.7952,0.0703,0.8669,496.4962,473.5496,0.3282
22.969,3.7996,0.0366,0.9189,482.3664,475.6641,0.7939
22.989,3.814,0.0251,0.999,477.1985,479.1451,497.8779
23.009,3.7839,0.0391,1.0349,478.0306,481.1298,495.0153
23.029,3.8118,0.0515,0.9475,477.687,476.7786,498.3588
23.049,3.7346,0.012,1.0752,454.3053,456.2061,4.229
23.069,3.8118,0.0281,1.3501,445.0611,429.7252,13.7939
23.089,3.8997,3.8928,1.6733,462.9008,432.6565,20.9695
23.109,0.0012,3.9089,1.7817,495.7176,441.2366,14.2595
23.129,3.9998,3.8801,1.801,23.0,444.4199,7.0076
23.149,3.9939,3.8276,1.6489,60.7328,470.0,1.4046
23.169,0.0332,3.8862,1.2339,104.7786,20.2901,0.0382
23.189,0.0439,3.9929,0.2112,151.6565,58.5496,2.5191
23.209,0.0166,0.1965,2.7734,105.9542,13.8779,498.9618
23.229,3.9912,0.3013,2.1455,480.542,448.5191,493.3511
23.249,0.0405,3.9998,3.1375,317.1908,447.6336,6.6336
23.269,3.9932,3.4417,1.4834,264.3817,498.3664,12.1908
23.289,3.8088,3.1204,1.9999,348.3206,33.2443,1.2748
23.309,3.6423,3.405,1.9999,33.771,40.7786,492.5573
23.329,3.6636,3.9036,1.9999,155.8397,66.0076,490.6947
23.349,3.6899,0.052,1.1951,215.8244,103.6183,493.7481
23.369,3.6907,0.1946,3.6694,193.4733,90.8702,2.4885
23.389,3.9502,0.2815,2.7266,116.542,496.3741,22.7405
23.409,0.1062,0.2563,2.449,480.626,409.9389,25.6794
23.429,0.3298,0.1528,3.0747,342.6107,440.8703,17.5802
23.449,0.2986,3.8787,0.5491,289.4046,15.626,4.0611
23.469,0.1624,3.6753,1.9028,319.3511,39.8779,486.9618
23.489,3.5557,3.5571,1.9999,382.1985,4.2137,465.3893
23.51,3.3765,3.6897,1.9999,7.9237,6.5191,478.5038
23.529,3.5632,3.8308,1.9999,127.5267,36.0153,489.3283
23.549,3.8679,3.9746,1.5994,181.6794,38.084,497.2748
23.569,0.0574,0.0603,0.0977,201.5496,16.3969,497.0687
23.589,0.1084,0.3381,2.5054,127.4198,471.3053,490.8626
23.609,0.0388,0.4209,2.0,474.5344,446.4504,495.1679
23.629,3.8979,0.1252,3.5229,284.7634,484.3283,499.9008
23.649,3.8098,3.5188,1.9006,278.0306,28.4427,14.9389
23.669,3.6245,3.4133,1.9999,359.2825,496.5038,498.5954
23.689,3.6606,3.6111,1.9999,22.7252,486.8626,494.0687
23.709,3.6475,3.8677,1.9999,160.2901,43.0992,495.3359
23.729,3.7798,0.0784,0.3303,199.8397,65.9237,497.771
23.749,3.8423,0.4583,2.4731,121.1221,480.4199,3.4351
23.769,3.9255,0.4109,2.1333,450.8321,423.2825,24.3511
23.789,0.1802,3.978,3.6692,280.4122,458.1603,36.9237
23.809,3.9773,3.4004,1.9999,255.3588,19.5802,20.8779
23.829,3.9338,3.4102,1.9999,415.1298,21.4275,3.4504
23.849,3.9514,3.5925,1.9999,73.0305,10.2977,478.2519
23.869,3.803,3.8918,1.2715,178.4046,35.9008,465.3435
23.889,3.3267,0.4233,2.8467,168.3588,10.4504,464.7252
23.909,3.0847,0.5564,2.1309,485.6641,414.8168,21.7634
23.929,3.9624,3.979,0.0967,292.8703,399.229,94.4428
23.949,0.6602,3.251,1.9999,281.9008,472.7328,64.5344
23.969,0.4377,3.4375,1.9999,450.0076,480.3893,3.3893
23.989,0.2429,3.5039,1.9999,154.5954,31.0382,470.9008
24.009,3.8186,0.0042,0.7405,213.6107,111.0076,438.6336
24.029,3.0706,0.4856,2.3083,197.5802,7.5573,463.458
24.049,3.1233,0.4111,2.0007,438.6107,384.2443,48.2443
24.069,0.291,3.8916,3.7122,278.4428,446.1832,108.4962
24.089,0.8611,3.1865,1.9999,256.9389,23.0916,67.3664
24.109,0.52,3.2979,1.9999,429.2061,38.8397,491.0076
24.129,0.2305,3.5049,1.9999,129.1374,85.8092,444.9695
24.15,3.4504,0.0901,0.2729,218.6641,81.916,427.8015
24.169,2.7727,0.5562,2.0378,137.7252,474.458,474.8626
24.189,3.2314,0.4189,2.1514,396.5573,415.1985,63.5954
24.209,0.4333,3.6411,0.8381,250.1374,499.9924,102.4275
24.229,0.322,2.9771,1.9999,281.0611,488.855,31.6641
24.249,0.8801,2.9333,1.9999,74.6183,24.2519,491.0687
24.269,0.0122,3.7703,1.6492,216.3282,92.0916,449.5649
24.289,3.585,0.1135,2.7058,250.1298,59.3893,460.5267
24.309,3.1267,0.5305,2.0,82.3511,439.3741,10.2901
24.329,3.6982,0.0471,2.3376,290.3053,425.3435,85.1527
24.349,0.1453,3.1711,1.9999,250.1374,10.6641,71.7634
24.369,0.219,3.396,1.9999,399.0687,2.7939,17.1298
24.389,0.4824,3.5083,1.9999,88.3511,38.9542,463.5573
24.409,0.1157,3.9236,1.0999,250.1298,89.2595,427.5115
24.429,2.9944,0.4651,2.0,213.7939,478.7863,454.9237
24.449,2.948,0.3896,2.0,426.1221,410.2214,42.8321
24.469,0.0654,3.6055,0.8315,250.1374,479.1298,96.374
24.489,0.4756,3.4314,1.9999,277.4122,457.4199,58.3817
24.509,1.0347,3.1279,1.9999,499.7176,466.6336,8.4351
24.529,0.6592,3.7942,1.739,239.542,83.5725,431.8397
24.549,3.5698,3.8271,3.2534,250.1298,62.1679,401.7252
24.569,2.6653,0.4949,2.0,127.3511,434.9771,465.9695
24.589,3.0645,0.1587,2.1333,328.7405,412.7405,72.542
24.609,0.2864,3.4521,1.938,250.1374,486.4886,103.9542
24.629,0.856,3.2932,1.9999,328.1527,471.3283,51.8855
24.649,0.8713,3.3894,1.9999,63.8473,34.1527,466.9466
24.669,0.1433,3.6135,1.9016,242.8779,105.6947,409.8626
24.689,3.0549,0.2158,2.366,250.1298,54.2061,419.0916
24.709,2.833,0.4866,2.0,33.3359,445.4809,10.4427
24.729,3.7244,0.1577,3.0295,280.4809,459.7634,96.6107
24.749,0.5383,3.3098,1.9999,250.1374,482.771,72.4046
24.769,0.2202,3.4441,1.9999,365.6565,479.2596,5.229
24.79,0.5979,3.5945,1.9999,250.1298,36.855,467.7252
24.809,3.9158,3.804,0.5195,210.1527,79.0305,418.313
24.829,3.054,0.3777,2.0,226.6641,479.6947,453.8931
24.849,3.1387,0.2764,2.0,412.4275,430.3053,36.9466
24.869,3.9336,3.6714,0.72,250.1374,476.4122,86.5267
24.889,0.3691,3.4465,1.9999,290.9618,472.1298,59.542
24.909,0.7263,3.5891,1.9999,460.6336,491.5344,4.0611
24.929,0.5908,3.6311,1.9999,197.8702,63.2443,447.1298
24.949,3.7031,0.0354,3.7822,204.6336,76.3588,404.3435
24.969,2.8245,0.3811,2.0,112.1374,484.6641,458.0
24.989,3.2766,0.3467,2.6655,369.2138,437.7252,45.8092
25.009,0.4253,3.5256,1.9999,255.0229,482.1145,70.8168
25.029,0.4431,3.7739,1.9999,383.4886,467.5191,14.084
25.049,0.6218,3.5063,1.9999,138.0763,20.0916,482.1603
25.069,3.897,0.0432,0.6003,161.3664,72.1298,430.8855
25.089,3.4685,0.168,3.1074,124.6947,496.5267,449.8092
25.109,3.3022,0.3203,2.4985,484.2214,455.1298,2.9695
25.129,3.6514,0.0508,0.5918,316.8321,491.0229,54.0916
25.149,0.0371,3.6416,1.9999,344.6565,5.8779,38.771
25.169,0.1814,3.6628,1.9999,496.4962,4.0916,4.0992
25.189,0.1318,3.9028,1.4763,164.4733,65.8397,474.9008
25.209,3.8313,0.146,3.936,130.6412,40.7634,460.1145
25.229,3.4719,0.3303,2.6104,63.6794,477.2214,487.7481
25.249,3.7046,0.1992,3.281,369.1908,440.7176,36.3435
25.269,0.0037,3.7078,1.8159,295.3664,493.3359,54.7481
25.289,0.0898,3.594,1.9999,365.3817,472.1679,18.5573
25.309,0.355,3.6926,1.9999,130.5038,6.3206,500.0763
25.329,0.0352,0.103,0.5562,140.0229,64.0153,456.8321
25.349,3.6387,0.1191,3.8718,91.916,26.7405,467.2061
25.369,3.5574,0.219,3.5742,19.6947,17.6183,496.0458
25.389,3.7749,0.1453,0.3257,431.8703,7.8473,20.1832
25.409,3.9866,3.9736,1.2791,412.9848,16.5038,25.5725
25.43,3.9785,3.9087,1.6313,447.0534,26.2672,14.2748
25.449,3.8772,3.9358,1.3088,6.0382,52.7176,6.1985
25.469,3.811,3.9902,0.9236,13.9847,92.8244,2.0763
25.489,3.7346,0.0208,0.761,10.6031,131.458,7.4427
25.509,3.6394,0.031,0.8621,499.0306,141.5191,23.9466
25.529,3.667,0.0005,1.0325,484.6183,126.7481,35.3511
25.549,3.2737,0.0388,1.6567,498.2519,118.5115,20.313
25.569,3.4863,0.0581,0.9424,464.1832,117.626,487.7023
25.589,3.4736,0.0437,0.9106,18.9542,133.5954,7.1756
25.609,3.4858,0.0254,1.0732,4.9008,145.1298,498.0534
25.629,3.5618,0.0283,0.9275,17.6565,116.8779,5.6107
25.649,3.5078,0.0786,0.8259,30.1069,77.5802,23.8931
25.669,3.4087,0.0791,0.6545,5.9313,62.4351,21.0534
25.689,3.405,0.1602,0.7222,488.8473,86.1145,18.3511
25.709,3.3721,0.032,0.8975,471.2825,97.9084,18.2901
25.729,3.4021,3.9126,0.8628,1.2748,100.1985,19.2137
25.749,3.4575,0.0605,0.8418,6.4275,87.6107,495.0
25.769,3.4028,0.0476,0.7244,3.5802,60.4962,498.1298
25.789,3.3557,0.0337,0.6597,3.2595,68.2595,0.1069
25.809,3.325,0.0515,0.7573,7.9084,143.5038,496.2443
25.829,3.2163,3.9983,0.8008,26.4885,172.8397,499.7481
25.849,3.2244,0.1411,0.657,26.0458,124.916,0.2672
25.869,3.1616,0.0571,0.5508,17.6183,81.6107,0.7252
25.889,3.1357,0.0825,0.4565,493.0916,124.5496,0.2824
25.909,3.1282,0.0796,0.4507,491.2138,163.6794,497.1069
25.929,3.1326,0.0867,0.4753,467.9695,160.9389,484.8703
25.949,3.0769,0.0559,0.5186,464.7099,140.0153,477.6565
25.969,3.1501,0.0691,0.3538,11.1527,130.1298,486.6641
25.989,3.0679,0.0701,0.0525,2.4198,116.6641,488.9924
26.009,3.0547,0.0376,0.1072,473.6565,135.6794,486.7023
26.029,3.1289,0.0063,0.1135,459.542,131.5343,476.4428
26.049,3.0471,0.0681,0.1868,462.626,112.9237,459.7786
26.07,2.9761,0.0029,0.249,454.1527,78.2977,456.4428
26.089,2.7551,3.9624,0.2791,484.7634,75.5496,489.8626
26.109,2.9128,3.9905,0.1792,13.7481,83.1832,498.9924
26.129,3.053,3.9268,0.1067,7.2366,132.9771,495.687
26.149,3.0989,0.0737,0.0354,7.7939,112.9237,491.916
26.169,3.0386,0.0015,0.0691,493.3206,67.1069,485.4275
